hotel,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,canceled
City Hotel,May,20,14,2,1,1,BB,PRT,Groups,Corporate,A,A,1,No Deposit,Transient-Party,110.0,0,0,1
Resort Hotel,May,19,8,2,5,2,HB,IRL,Groups,TA/TO,E,E,0,No Deposit,Transient-Party,102.0,0,0,0
Resort Hotel,June,22,1,0,2,3,BB,PRT,Direct,Direct,H,H,1,No Deposit,Transient,192.0,1,0,0
Resort Hotel,March,11,12,1,0,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,65.0,0,2,0
City Hotel,March,13,20,2,2,2,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,93.5,0,2,0
City Hotel,October,41,6,0,1,1,BB,USA,Direct,Direct,A,A,0,No Deposit,Transient,158.0,1,0,0
City Hotel,March,11,12,2,2,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,45.9,0,0,0
City Hotel,March,12,25,2,4,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,57.6,0,1,0
City Hotel,August,31,3,2,5,2,BB,DNK,Direct,Direct,D,D,0,No Deposit,Transient,168.43,0,0,0
City Hotel,May,22,30,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,130.0,0,0,1
City Hotel,September,38,16,0,1,1,BB,RUS,Online TA,TA/TO,D,D,0,No Deposit,Transient,149.4,0,0,1
Resort Hotel,August,32,4,2,5,3,HB,PRT,Online TA,TA/TO,D,C,1,No Deposit,Transient,246.2,0,0,0
Resort Hotel,February,8,22,1,4,2,BB,IRL,Online TA,TA/TO,A,A,0,No Deposit,Transient,48.0,0,1,1
City Hotel,August,31,4,1,2,2,SC,IRL,Online TA,TA/TO,A,A,0,No Deposit,Transient,125.0,0,1,0
City Hotel,October,44,26,1,1,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Contract,62.0,0,0,1
Resort Hotel,January,4,23,0,1,2,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,Transient,48.0,0,0,1
City Hotel,May,22,24,0,1,1,SC,ITA,Online TA,TA/TO,A,A,0,No Deposit,Transient,129.0,0,0,0
City Hotel,November,47,19,2,2,2,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,68.0,0,0,0
Resort Hotel,January,4,18,1,0,1,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,38.0,0,0,0
Resort Hotel,November,48,25,0,1,1,BB,PRT,Direct,Direct,A,D,0,No Deposit,Transient,38.0,0,0,0
Resort Hotel,September,36,3,2,5,2,BB,GBR,Offline TA/TO,TA/TO,D,E,0,No Deposit,Contract,77.58,0,0,0
City Hotel,July,30,22,0,2,2,SC,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient-Party,94.5,0,0,0
City Hotel,September,36,2,0,2,2,SC,RUS,Online TA,TA/TO,A,A,1,No Deposit,Contract,96.0,0,2,0
City Hotel,December,49,5,2,1,2,BB,ESP,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,62.0,0,0,0
Resort Hotel,June,23,7,0,2,1,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,75.0,0,0,0
City Hotel,May,20,17,0,2,3,BB,GBR,Online TA,TA/TO,D,D,1,No Deposit,Transient,18.0,0,1,0
Resort Hotel,May,21,23,0,2,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,85.0,0,1,1
Resort Hotel,December,49,2,2,5,2,BB,GBR,Direct,Direct,F,F,4,No Deposit,Transient,66.8,0,0,0
City Hotel,February,8,19,0,1,1,BB,PRT,Corporate,TA/TO,A,D,0,No Deposit,Transient-Party,80.0,0,0,0
City Hotel,June,26,28,2,5,2,SC,BLR,Online TA,TA/TO,A,A,0,No Deposit,Transient,93.34,0,0,0
Resort Hotel,March,10,2,2,5,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,52.0,0,0,1
Resort Hotel,September,39,20,2,5,1,BB,IRL,Groups,TA/TO,D,E,2,No Deposit,Transient-Party,78.0,0,2,0
Resort Hotel,June,24,16,4,10,2,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,56.7,0,1,0
City Hotel,December,53,31,1,3,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,77.5,0,0,1
City Hotel,January,1,2,1,2,2,BB,DEU,Online TA,TA/TO,D,D,0,No Deposit,Transient,103.5,0,1,0
Resort Hotel,August,33,9,2,4,2,BB,PRT,Online TA,TA/TO,A,C,0,No Deposit,Transient,134.0,0,0,0
City Hotel,August,32,1,1,0,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,59.04,0,0,0
City Hotel,October,41,7,0,1,3,BB,BRA,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,133.6,0,0,0
City Hotel,July,31,30,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Contract,62.0,0,0,1
Resort Hotel,February,7,7,2,0,2,BB,PRT,Online TA,TA/TO,A,D,0,No Deposit,Transient,64.0,1,1,0
City Hotel,December,52,21,1,4,1,HB,ESP,Direct,Direct,A,A,1,No Deposit,Transient,92.5,0,1,0
Resort Hotel,February,8,19,2,5,1,BB,NLD,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,23.93,0,0,0
City Hotel,December,50,4,2,2,2,BB,ITA,Online TA,TA/TO,A,D,0,No Deposit,Transient,103.7,0,3,0
City Hotel,September,40,30,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,95.0,0,0,1
City Hotel,February,8,17,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,75.0,0,0,1
City Hotel,January,1,6,2,2,3,BB,PRT,Offline TA/TO,TA/TO,D,D,1,No Deposit,Transient,103.19,0,2,1
City Hotel,June,24,14,1,4,2,BB,GBR,Direct,Direct,A,A,0,No Deposit,Transient,126.0,0,1,0
Resort Hotel,August,34,19,1,2,2,HB,GBR,Online TA,TA/TO,E,E,0,No Deposit,Transient,189.42,0,1,0
City Hotel,April,15,12,0,3,2,SC,AUT,Online TA,TA/TO,A,A,0,No Deposit,Transient,84.0,0,1,0
City Hotel,February,8,19,0,1,2,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient-Party,80.0,0,0,1
City Hotel,February,7,16,2,3,2,BB,NLD,Online TA,TA/TO,A,A,1,No Deposit,Transient,88.4,0,3,0
City Hotel,June,24,12,1,0,2,SC,ARG,Online TA,TA/TO,A,A,0,No Deposit,Transient,118.0,0,1,0
City Hotel,February,6,7,0,4,2,BB,ROU,Online TA,TA/TO,A,A,0,No Deposit,Transient,91.8,0,2,0
City Hotel,April,14,1,0,1,1,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient-Party,65.0,0,0,0
City Hotel,June,23,6,0,2,2,SC,BRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,89.0,0,0,0
Resort Hotel,March,11,12,4,7,2,HB,GBR,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,52.55,0,0,0
Resort Hotel,November,46,8,2,5,1,BB,BEL,Corporate,Corporate,A,A,1,No Deposit,Transient-Party,36.0,0,0,0
Resort Hotel,March,13,24,0,3,2,BB,PRT,Online TA,TA/TO,G,G,0,No Deposit,Transient,115.0,0,0,1
City Hotel,October,41,7,0,4,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,89.25,0,1,0
City Hotel,August,32,10,0,2,2,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,199.0,0,1,0
Resort Hotel,September,39,23,0,3,2,BB,NLD,Direct,Direct,F,F,0,No Deposit,Transient,172.33,1,0,0
Resort Hotel,March,12,18,4,9,2,BB,CN,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,33.3,0,0,0
City Hotel,April,15,8,2,3,2,BB,PRT,Online TA,TA/TO,A,B,1,No Deposit,Transient-Party,87.55,0,1,0
City Hotel,December,49,2,2,2,2,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,88.4,0,1,0
City Hotel,June,26,19,1,0,2,BB,DEU,Online TA,TA/TO,D,D,0,No Deposit,Transient,156.0,0,1,0
City Hotel,March,14,27,2,1,2,BB,UKR,Online TA,TA/TO,F,F,0,No Deposit,Transient,194.33,0,2,0
City Hotel,September,37,8,0,3,2,BB,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,126.9,0,3,0
City Hotel,December,49,5,2,1,2,BB,ESP,Groups,TA/TO,A,D,0,No Deposit,Transient-Party,62.0,0,0,0
City Hotel,July,28,3,2,2,2,BB,PRT,Online TA,TA/TO,A,E,1,No Deposit,Transient,150.3,0,3,0
City Hotel,June,23,9,0,2,3,SC,CHE,Online TA,TA/TO,A,A,1,No Deposit,Transient-Party,140.0,0,1,0
City Hotel,August,32,6,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Contract,62.0,0,0,1
City Hotel,March,13,20,2,3,2,BB,DEU,Offline TA/TO,TA/TO,D,A,1,No Deposit,Transient,82.0,0,0,0
City Hotel,February,7,13,0,1,2,SC,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,79.0,0,1,0
City Hotel,July,31,27,1,4,2,BB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,72.25,0,1,0
City Hotel,September,36,4,1,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,80.0,0,0,1
City Hotel,November,46,10,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,62.8,0,0,1
City Hotel,June,23,4,0,1,2,SC,FRA,Direct,Direct,A,A,1,No Deposit,Transient,139.0,0,0,0
City Hotel,February,8,19,2,0,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,61.6,0,1,0
Resort Hotel,October,43,23,1,2,2,BB,PRT,Direct,Direct,D,D,4,No Deposit,Transient-Party,56.0,0,0,0
Resort Hotel,May,18,3,0,1,2,BB,AUT,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,62.0,0,0,0
City Hotel,October,40,2,0,2,1,BB,PRT,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,100.0,0,0,1
Resort Hotel,November,47,15,2,0,2,BB,ESP,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,8.0,0,1,0
City Hotel,August,33,13,0,3,2,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Contract,99.0,1,2,0
Resort Hotel,November,47,18,2,4,1,Undefined,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,49.0,0,0,0
City Hotel,July,31,30,2,1,3,BB,BEL,Online TA,TA/TO,D,D,0,No Deposit,Transient,189.33,0,1,0
Resort Hotel,May,22,31,1,4,2,BB,CHE,Online TA,TA/TO,G,G,0,No Deposit,Transient,175.0,0,0,1
City Hotel,December,49,1,0,3,2,BB,GBR,Online TA,TA/TO,D,D,0,No Deposit,Transient,91.8,0,1,0
City Hotel,July,29,17,0,2,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,101.5,0,0,1
Resort Hotel,July,29,17,3,10,2,HB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,186.74,0,2,1
City Hotel,April,18,28,0,3,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,110.0,0,0,1
City Hotel,July,30,29,2,1,2,BB,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,125.1,0,2,0
City Hotel,September,38,11,2,5,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,94.81,0,1,0
City Hotel,April,15,11,0,1,2,BB,BRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,135.0,0,0,1
Resort Hotel,July,27,4,1,1,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,114.5,0,0,0
City Hotel,November,48,28,2,1,2,BB,FRA,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,60.0,0,0,0
Resort Hotel,October,44,31,0,1,2,BB,PRT,Groups,Direct,A,A,0,No Deposit,Transient,36.0,1,1,0
City Hotel,October,43,20,0,3,2,BB,IRL,Online TA,TA/TO,D,D,0,No Deposit,Transient,132.3,0,2,1
City Hotel,May,20,11,0,1,1,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,89.0,1,1,0
City Hotel,November,46,8,2,2,2,BB,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,90.95,0,1,0
City Hotel,January,4,23,1,1,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,80.0,0,0,1
City Hotel,April,17,27,0,3,2,BB,DEU,Online TA,TA/TO,D,D,0,No Deposit,Transient,130.5,0,0,1
Resort Hotel,February,6,10,2,2,2,BB,GBR,Online TA,TA/TO,A,E,1,No Deposit,Transient,58.4,0,1,0
Resort Hotel,October,40,3,1,1,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,34.0,0,0,1
City Hotel,September,40,26,1,3,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,95.0,0,0,1
City Hotel,March,10,2,0,3,3,BB,GBR,Online TA,TA/TO,D,D,0,No Deposit,Transient,133.0,0,0,1
Resort Hotel,April,15,7,0,3,2,HB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,68.0,0,0,1
City Hotel,September,38,16,0,2,1,HB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,17.6,0,0,1
Resort Hotel,May,21,15,1,0,2,BB,GBR,Groups,TA/TO,A,A,0,Refundable,Group,70.0,0,0,0
Resort Hotel,February,10,28,2,5,2,BB,NLD,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,26.1,0,0,0
City Hotel,September,38,17,2,1,1,HB,ITA,Offline TA/TO,TA/TO,A,A,2,No Deposit,Transient-Party,128.0,0,0,0
City Hotel,March,14,30,0,3,2,BB,BEL,Online TA,TA/TO,A,D,1,No Deposit,Transient,149.0,0,1,0
Resort Hotel,March,12,19,0,1,2,BB,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,29.0,0,1,0
Resort Hotel,December,52,22,2,5,1,Undefined,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,77.14,0,0,0
Resort Hotel,August,34,19,1,2,2,BB,NZL,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,146.33,0,1,0
Resort Hotel,December,50,6,2,0,2,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,54.4,0,0,1
Resort Hotel,September,40,30,0,1,1,BB,PRT,Corporate,Corporate,A,A,2,No Deposit,Transient-Party,99.0,0,0,0
City Hotel,January,2,6,0,2,1,BB,ESP,Corporate,Corporate,A,A,0,No Deposit,Transient,79.0,0,0,0
Resort Hotel,March,11,6,2,2,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,31.0,1,0,0
City Hotel,June,24,8,0,1,2,BB,PRT,Offline TA/TO,Corporate,A,A,0,No Deposit,Transient-Party,120.0,0,0,1
Resort Hotel,September,36,1,0,1,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,189.0,0,1,1
City Hotel,September,38,12,1,2,1,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,67.0,0,1,1
City Hotel,April,16,22,2,3,3,BB,NLD,Online TA,TA/TO,D,D,0,No Deposit,Transient,171.0,0,0,1
City Hotel,January,3,19,2,3,2,SC,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,73.87,0,1,0
City Hotel,October,43,21,1,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,110.0,0,0,1
City Hotel,August,34,20,2,0,1,BB,BEL,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,6.0,0,0,0
Resort Hotel,May,20,14,2,5,2,HB,IRL,Online TA,TA/TO,E,E,2,No Deposit,Transient,109.8,0,1,1
Resort Hotel,October,44,23,2,3,2,BB,GBR,Online TA,TA/TO,A,D,0,No Deposit,Transient,40.19,0,2,0
Resort Hotel,September,40,30,0,3,2,HB,FRA,Offline TA/TO,TA/TO,A,C,0,No Deposit,Transient-Party,73.0,0,0,0
City Hotel,May,19,2,1,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,60.0,0,0,1
City Hotel,December,53,31,2,1,3,BB,BRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,253.1,1,2,0
City Hotel,December,49,2,0,2,3,BB,PRT,Direct,Direct,D,D,0,No Deposit,Transient,128.1,0,0,1
City Hotel,April,15,15,2,1,3,BB,DEU,Online TA,TA/TO,D,D,2,No Deposit,Transient,196.67,0,0,0
City Hotel,April,16,20,0,3,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,85.0,0,0,1
Resort Hotel,December,53,26,1,0,2,BB,ESP,Direct,Direct,E,E,0,No Deposit,Transient,93.0,0,1,0
City Hotel,March,11,9,0,4,3,BB,DEU,Groups,Direct,A,D,3,No Deposit,Transient-Party,72.5,0,1,0
City Hotel,March,12,25,0,1,2,BB,BEL,Online TA,TA/TO,D,D,0,No Deposit,Transient,106.2,0,1,0
Resort Hotel,November,48,26,0,3,1,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,36.0,0,1,0
City Hotel,August,34,18,0,2,2,BB,BEL,Online TA,TA/TO,B,B,0,No Deposit,Transient,97.54,0,2,0
City Hotel,May,22,22,2,1,2,BB,FRA,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,90.95,0,0,0
City Hotel,February,9,22,1,2,3,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,102.9,0,1,0
Resort Hotel,July,28,12,2,4,3,HB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,220.4,0,0,0
City Hotel,January,2,14,0,1,1,BB,PRT,Corporate,Corporate,A,A,0,Non Refund,Transient,75.0,0,0,1
City Hotel,January,3,12,0,2,2,BB,ITA,Online TA,TA/TO,A,A,0,No Deposit,Transient,69.6,0,0,1
City Hotel,May,20,20,0,1,2,BB,DEU,Direct,Direct,A,D,0,No Deposit,Transient,170.0,0,0,0
City Hotel,August,34,16,0,1,2,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,138.0,0,0,0
Resort Hotel,August,32,9,2,4,2,BB,NOR,Direct,Direct,A,A,0,No Deposit,Transient,192.0,0,0,0
Resort Hotel,July,27,2,0,3,2,BB,IRL,Offline TA/TO,TA/TO,A,C,0,No Deposit,Contract,58.95,0,0,0
City Hotel,August,34,20,2,3,1,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,112.5,0,0,0
City Hotel,February,9,27,2,1,2,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,112.67,0,0,1
City Hotel,January,2,14,0,1,1,BB,PRT,Corporate,Corporate,A,A,0,Non Refund,Transient,75.0,0,0,1
City Hotel,October,42,16,0,2,2,HB,DEU,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,109.0,0,0,0
Resort Hotel,February,7,9,0,2,2,HB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,50.0,0,0,1
City Hotel,August,32,8,0,1,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,90.0,0,0,1
City Hotel,July,27,1,1,2,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,75.0,0,0,1
City Hotel,April,17,26,0,3,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,100.0,0,0,1
City Hotel,October,44,24,1,3,2,BB,CHE,Online TA,TA/TO,A,A,0,No Deposit,Transient,100.13,1,3,0
City Hotel,February,6,4,0,2,2,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,72.07,0,1,0
City Hotel,August,35,26,2,2,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,85.5,0,0,1
Resort Hotel,December,49,4,0,2,2,BB,PRT,Online TA,TA/TO,D,D,0,No Deposit,Transient,41.4,0,0,1
City Hotel,August,32,12,0,1,2,HB,FRA,Direct,Direct,D,D,1,No Deposit,Transient,240.0,0,2,0
City Hotel,August,33,17,0,2,3,BB,BEL,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,116.1,0,1,0
Resort Hotel,April,17,28,0,1,1,BB,AGO,Direct,Direct,A,A,0,No Deposit,Transient,87.0,1,0,0
Resort Hotel,July,31,31,1,1,2,BB,RUS,Online TA,TA/TO,E,E,0,No Deposit,Transient,250.0,0,1,1
Resort Hotel,March,13,20,1,0,1,BB,DEU,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient-Party,37.0,0,0,0
Resort Hotel,August,33,12,0,2,2,BB,AUT,Corporate,Corporate,F,F,0,No Deposit,Transient,132.0,0,2,0
Resort Hotel,November,49,30,0,2,1,BB,DEU,Online TA,TA/TO,A,D,0,No Deposit,Transient,49.0,1,1,0
Resort Hotel,October,43,16,2,2,1,HB,SWE,Groups,Corporate,D,D,0,No Deposit,Transient-Party,58.0,0,0,0
City Hotel,February,7,16,0,1,1,SC,GBR,Online TA,GDS,A,A,0,No Deposit,Transient,89.0,0,0,0
City Hotel,January,3,14,0,1,1,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient-Party,66.0,0,0,0
Resort Hotel,September,39,18,4,10,2,HB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,110.8,0,0,0
City Hotel,June,26,25,2,0,2,SC,MYT,Online TA,TA/TO,A,A,0,No Deposit,Transient,99.0,0,1,1
City Hotel,April,18,26,0,2,2,BB,ARG,Online TA,TA/TO,A,A,0,No Deposit,Transient,74.15,0,1,0
Resort Hotel,May,22,23,0,0,1,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient,0.0,0,0,0
City Hotel,July,28,9,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Contract,62.0,0,0,1
Resort Hotel,December,49,5,2,1,2,Undefined,ESP,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,68.0,0,0,0
City Hotel,June,27,29,0,3,3,BB,BRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,150.3,0,0,1
City Hotel,March,9,2,0,3,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,95.0,0,0,1
City Hotel,December,53,28,4,10,2,BB,RUS,Online TA,TA/TO,D,D,0,No Deposit,Transient,126.04,0,1,1
City Hotel,May,22,26,0,3,2,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,110.0,0,0,0
City Hotel,January,5,24,2,3,2,BB,BEL,Online TA,TA/TO,A,A,0,No Deposit,Transient,75.95,0,1,0
City Hotel,February,8,19,0,2,2,BB,FRA,Online TA,TA/TO,A,A,0,No Deposit,Transient,91.0,0,0,1
City Hotel,January,4,23,1,1,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,80.0,0,0,1
City Hotel,August,34,16,0,4,3,BB,AUT,Online TA,TA/TO,D,D,0,No Deposit,Transient,168.3,0,2,0
Resort Hotel,February,5,4,0,1,2,BB,PRT,Direct,TA/TO,C,C,0,No Deposit,Transient,63.0,0,3,0
Resort Hotel,December,52,24,0,1,2,Undefined,PRT,Direct,Direct,C,C,1,No Deposit,Transient,149.0,0,0,0
Resort Hotel,August,33,7,1,0,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,165.0,0,1,0
City Hotel,May,19,4,0,3,2,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,80.0,0,0,0
City Hotel,May,19,12,0,2,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,126.0,0,1,1
Resort Hotel,April,13,1,2,5,2,BB,FRA,Online TA,TA/TO,D,D,0,No Deposit,Transient,77.71,1,2,0
Resort Hotel,January,2,10,0,3,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,34.0,0,1,0
City Hotel,May,21,20,0,2,2,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,100.0,0,0,1
City Hotel,February,5,1,0,4,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,64.67,0,1,1
City Hotel,December,53,25,2,1,3,BB,BEL,Direct,Direct,E,E,0,No Deposit,Transient,142.0,0,0,0
City Hotel,February,6,10,2,3,2,SC,GBR,Online TA,TA/TO,A,A,0,No Deposit,Transient,74.8,0,1,0
City Hotel,May,18,6,2,1,2,BB,BEL,Online TA,TA/TO,D,D,0,No Deposit,Transient,135.0,0,0,1
Resort Hotel,March,10,5,2,5,2,BB,GBR,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,33.3,0,0,0
City Hotel,August,32,9,0,3,2,BB,GBR,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.67,0,1,0
City Hotel,May,20,19,0,2,1,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,160.0,0,0,1
Resort Hotel,August,34,21,2,5,2,FB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,240.91,0,0,1
City Hotel,March,14,30,0,2,2,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,64.0,0,0,1
Resort Hotel,November,45,3,2,5,3,BB,NLD,Offline TA/TO,TA/TO,D,D,0,No Deposit,Transient,48.9,0,1,0
City Hotel,January,2,10,0,2,2,BB,PRT,Corporate,Corporate,A,A,0,No Deposit,Transient-Party,70.0,0,0,1
Resort Hotel,March,13,24,0,3,2,Undefined,ESP,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,84.0,0,0,0
City Hotel,July,31,30,1,0,1,BB,PRT,Corporate,Corporate,A,D,0,No Deposit,Transient,65.0,0,0,0
City Hotel,August,31,3,0,3,2,BB,GBR,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient,80.1,0,1,0
Resort Hotel,August,32,9,1,4,2,BB,CHE,Online TA,TA/TO,A,A,0,No Deposit,Transient,244.0,0,1,0
City Hotel,October,44,29,0,1,2,HB,GBR,Online TA,TA/TO,F,F,0,No Deposit,Transient,219.6,0,0,1
Resort Hotel,July,31,29,2,5,2,BB,GBR,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient,90.95,0,1,0
Resort Hotel,July,29,15,0,2,2,FB,PRT,Groups,Direct,A,A,0,No Deposit,Transient-Party,107.0,0,0,0
City Hotel,July,30,17,1,0,2,BB,AUS,Online TA,TA/TO,D,D,0,No Deposit,Transient,146.0,0,1,0
City Hotel,May,23,30,1,0,1,BB,PRT,Groups,TA/TO,A,A,0,No Deposit,Transient-Party,120.0,0,0,1
City Hotel,June,25,24,2,1,3,BB,USA,Online TA,TA/TO,D,D,4,No Deposit,Transient,166.5,0,5,0
City Hotel,August,32,3,1,0,1,BB,PRT,Direct,Direct,B,B,0,No Deposit,Transient,75.0,1,1,0
Resort Hotel,March,10,5,2,2,2,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient,55.8,0,0,1
City Hotel,November,46,10,0,2,2,BB,PRT,Complementary,Direct,A,A,0,No Deposit,Transient,0.0,0,0,0
Resort Hotel,May,22,30,0,3,2,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,48.6,0,0,1
Resort Hotel,August,31,3,0,2,2,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,213.75,0,0,1
